file	contest	choice	db	details	barcode
110140.jpg	GOVERNOR	DELAINE EASTIN	None	0	10000340100028	None
110144.jpg	GOVERNOR	DELAINE EASTIN	None	0	10000340100028	None
110148.jpg	GOVERNOR	DELAINE EASTIN	None	0	10000340100028	None
110152.jpg	GOVERNOR	DELAINE EASTIN	None	0	10000340100028	None
110156.jpg	GOVERNOR	DELAINE EASTIN	None	0	10000340100028	None
110160.jpg	GOVERNOR	DELAINE EASTIN	None	0	10000340100028	None
110164.jpg	GOVERNOR	DELAINE EASTIN	None	0	10000340100028	None
110168.jpg	GOVERNOR	DELAINE EASTIN	None	0	10000340100028	None
110172.jpg	GOVERNOR	DELAINE EASTIN	None	1	10000340100028	None
110176.jpg	GOVERNOR	DELAINE EASTIN	None	0	10000340100028	None
110180.jpg	GOVERNOR	DELAINE EASTIN	None	0	10000340100028	None
110184.jpg	GOVERNOR	DELAINE EASTIN	None	0	10000340100028	None
110188.jpg	GOVERNOR	DELAINE EASTIN	None	0	10000340100028	None
110192.jpg	GOVERNOR	DELAINE EASTIN	None	0	10000340100028	None
110196.jpg	GOVERNOR	DELAINE EASTIN	None	0	10000340100028	None
110200.jpg	GOVERNOR	DELAINE EASTIN	None	0	10000340100028	None
110204.jpg	GOVERNOR	DELAINE EASTIN	None	0	10000340100028	None
110208.jpg	GOVERNOR	DELAINE EASTIN	None	1	10000340100028	None
110212.jpg	GOVERNOR	DELAINE EASTIN	None	0	10000340100028	None
110216.jpg	GOVERNOR	DELAINE EASTIN	None	0	10000340100028	None
110220.jpg	GOVERNOR	DELAINE EASTIN	None	0	10000340100028	None
110224.jpg	GOVERNOR	DELAINE EASTIN	None	0	10000340100028	None
110228.jpg	GOVERNOR	DELAINE EASTIN	None	0	10000340100028	None
110232.jpg	GOVERNOR	DELAINE EASTIN	None	0	10000340100028	None
110236.jpg	GOVERNOR	DELAINE EASTIN	None	0	10000340100028	None
110240.jpg	GOVERNOR	DELAINE EASTIN	None	0	10000340100028	None
110244.jpg	GOVERNOR	DELAINE EASTIN	None	0	10000340100028	None
110248.jpg	GOVERNOR	DELAINE EASTIN	None	0	10000340100028	None
110252.jpg	GOVERNOR	DELAINE EASTIN	None	0	10000340100028	None
110256.jpg	GOVERNOR	DELAINE EASTIN	None	0	10000340100028	None
110260.jpg	GOVERNOR	DELAINE EASTIN	None	0	10000340100028	None
110264.jpg	GOVERNOR	DELAINE EASTIN	None	0	10000340100028	None
110268.jpg	GOVERNOR	DELAINE EASTIN	None	0	10000340100028	None
110272.jpg	GOVERNOR	DELAINE EASTIN	None	0	10000340100028	None
110276.jpg	GOVERNOR	DELAINE EASTIN	None	1	10000340100028	None
110280.jpg	GOVERNOR	DELAINE EASTIN	None	0	10000340100028	None
110284.jpg	GOVERNOR	DELAINE EASTIN	None	0	10000340100028	None
110288.jpg	GOVERNOR	DELAINE EASTIN	None	0	10000340100028	None
110292.jpg	GOVERNOR	DELAINE EASTIN	None	0	10000340100028	None
110296.jpg	GOVERNOR	DELAINE EASTIN	None	0	10000340100028	None
110300.jpg	GOVERNOR	DELAINE EASTIN	None	0	10000340100028	None
110304.jpg	GOVERNOR	DELAINE EASTIN	None	1	10000340100028	None
110308.jpg	GOVERNOR	DELAINE EASTIN	None	0	10000340100028	None
110312.jpg	GOVERNOR	DELAINE EASTIN	None	0	10000340100028	None
110316.jpg	GOVERNOR	DELAINE EASTIN	None	0	10000340100028	None
110320.jpg	GOVERNOR	DELAINE EASTIN	None	0	10000340100028	None
110324.jpg	GOVERNOR	DELAINE EASTIN	None	0	10000340100028	None
110328.jpg	GOVERNOR	DELAINE EASTIN	None	0	10000340100028	None
110332.jpg	GOVERNOR	DELAINE EASTIN	None	0	10000340100028	None
110336.jpg	GOVERNOR	DELAINE EASTIN	None	0	10000340100028	None
110340.jpg	GOVERNOR	DELAINE EASTIN	None	0	10000340100028	None
110344.jpg	GOVERNOR	DELAINE EASTIN	None	0	10000340100028	None
110348.jpg	GOVERNOR	DELAINE EASTIN	None	0	10000340100028	None
110352.jpg	GOVERNOR	DELAINE EASTIN	None	0	10000340100028	None
110354.jpg	SUPERINTENDENT OF PUBLIC INSTRUCTION	STEVEN IRELAND	0	1	20000340300027	20000340300027
110356.jpg	GOVERNOR	DELAINE EASTIN	None	0	10000340100028	None
110360.jpg	GOVERNOR	DELAINE EASTIN	None	0	10000340100028	None
110364.jpg	GOVERNOR	DELAINE EASTIN	None	0	10000340100028	None
110368.jpg	GOVERNOR	DELAINE EASTIN	None	0	10000340100028	None
110372.jpg	GOVERNOR	DELAINE EASTIN	None	0	10000340100028	None
110376.jpg	GOVERNOR	DELAINE EASTIN	None	0	10000340100028	None
110380.jpg	GOVERNOR	DELAINE EASTIN	None	0	10000340100028	None
110384.jpg	GOVERNOR	DELAINE EASTIN	None	0	10000340100028	None
110388.jpg	GOVERNOR	DELAINE EASTIN	None	0	10000340100028	None
110392.jpg	GOVERNOR	DELAINE EASTIN	None	0	10000340100028	None
110396.jpg	GOVERNOR	DELAINE EASTIN	None	0	10000340100028	None
110400.jpg	GOVERNOR	DELAINE EASTIN	None	0	10000340100028	None
110404.jpg	GOVERNOR	DELAINE EASTIN	None	0	10000340100028	None
110408.jpg	GOVERNOR	DELAINE EASTIN	None	0	10000340100028	None
110412.jpg	GOVERNOR	DELAINE EASTIN	None	0	10000340100028	None
110416.jpg	GOVERNOR	DELAINE EASTIN	None	0	10000340100028	None
110419.jpg	PROPOSITION 70	NO	1	0	20000340400034	20000340400034
110420.jpg	GOVERNOR	DELAINE EASTIN	None	0	10000340100028	None
110424.jpg	GOVERNOR	DELAINE EASTIN	None	0	10000340100028	None
110428.jpg	GOVERNOR	DELAINE EASTIN	None	0	10000340100028	None
110432.jpg	GOVERNOR	DELAINE EASTIN	None	0	10000340100028	None
110436.jpg	GOVERNOR	DELAINE EASTIN	None	0	10000340100028	None
110440.jpg	GOVERNOR	DELAINE EASTIN	None	0	10000340100028	None
110444.jpg	GOVERNOR	DELAINE EASTIN	None	0	10000340100028	None
110448.jpg	GOVERNOR	DELAINE EASTIN	None	0	10000340100028	None
110452.jpg	GOVERNOR	DELAINE EASTIN	None	0	10000340100028	None
110456.jpg	GOVERNOR	DELAINE EASTIN	None	0	10000340100028	None
110460.jpg	GOVERNOR	DELAINE EASTIN	None	0	10000340100028	None
110464.jpg	GOVERNOR	DELAINE EASTIN	None	0	10000340100028	None
110468.jpg	GOVERNOR	DELAINE EASTIN	None	0	10000340100028	None
110472.jpg	GOVERNOR	DELAINE EASTIN	None	0	10000340100028	None
110476.jpg	GOVERNOR	DELAINE EASTIN	None	0	10000340100028	None
110480.jpg	GOVERNOR	DELAINE EASTIN	None	0	10000340100028	None
110484.jpg	GOVERNOR	DELAINE EASTIN	None	0	10000340100028	None
110488.jpg	GOVERNOR	DELAINE EASTIN	None	0	10000340100028	None
110492.jpg	GOVERNOR	DELAINE EASTIN	None	0	10000340100028	None
110496.jpg	GOVERNOR	DELAINE EASTIN	None	0	10000340100028	None
110500.jpg	GOVERNOR	DELAINE EASTIN	None	0	10000340100028	None
110504.jpg	GOVERNOR	DELAINE EASTIN	None	0	10000340100028	None
110508.jpg	GOVERNOR	DELAINE EASTIN	None	0	10000340100028	None
110512.jpg	GOVERNOR	DELAINE EASTIN	None	0	10000340100028	None
110516.jpg	GOVERNOR	DELAINE EASTIN	None	0	10000340100028	None
110520.jpg	GOVERNOR	DELAINE EASTIN	None	0	10000340100028	None
110524.jpg	GOVERNOR	DELAINE EASTIN	None	1	10000340100028	None
110528.jpg	GOVERNOR	DELAINE EASTIN	None	0	10000340100028	None
110532.jpg	GOVERNOR	DELAINE EASTIN	None	0	10000340100028	None
110536.jpg	GOVERNOR	DELAINE EASTIN	None	0	10000340100028	None
110540.jpg	GOVERNOR	DELAINE EASTIN	None	0	10000340100028	None
110544.jpg	GOVERNOR	DELAINE EASTIN	None	0	10000340100028	None
110548.jpg	GOVERNOR	DELAINE EASTIN	None	0	10000340100028	None
110552.jpg	GOVERNOR	DELAINE EASTIN	None	0	10000340100028	None
110556.jpg	GOVERNOR	DELAINE EASTIN	None	0	10000340100028	None
110560.jpg	GOVERNOR	DELAINE EASTIN	None	0	10000340100028	None
110564.jpg	GOVERNOR	DELAINE EASTIN	None	0	10000340100028	None
110568.jpg	GOVERNOR	DELAINE EASTIN	None	0	10000340100028	None
110572.jpg	GOVERNOR	DELAINE EASTIN	None	1	10000340100028	None
110576.jpg	GOVERNOR	DELAINE EASTIN	None	0	10000340100028	None
110580.jpg	GOVERNOR	DELAINE EASTIN	None	0	10000340100028	None
110584.jpg	GOVERNOR	DELAINE EASTIN	None	0	10000340100028	None
110588.jpg	GOVERNOR	DELAINE EASTIN	None	0	10000340100028	None
110592.jpg	GOVERNOR	DELAINE EASTIN	None	0	10000340100028	None
110596.jpg	GOVERNOR	DELAINE EASTIN	None	0	10000340100028	None
110600.jpg	GOVERNOR	DELAINE EASTIN	None	0	10000340100028	None
110604.jpg	GOVERNOR	DELAINE EASTIN	None	0	10000340100028	None
110608.jpg	GOVERNOR	DELAINE EASTIN	None	0	10000340100028	None
110612.jpg	GOVERNOR	DELAINE EASTIN	None	0	10000340100028	None
110807.jpg	PROPOSITION 68	YES	0	1	20000320400089	20000320400089
111124.jpg	LIEUTENANT GOVERNOR	ELENI KOUNALAKIS	1	0	10000320100083	10000320100083
111200.jpg	LIEUTENANT GOVERNOR	ED HERNANDEZ	0	1	10000320100083	10000320100083
111203.jpg	PROPOSITION 69	YES	0	1	20000320400089	20000320400089
111260.jpg	GOVERNOR	JOHN H. COX	None	0	10000330100007	None
111264.jpg	GOVERNOR	JOHN H. COX	None	0	10000330100007	None
111268.jpg	GOVERNOR	JOHN H. COX	None	1	10000330100007	None
111272.jpg	GOVERNOR	JOHN H. COX	None	1	10000330100007	None
111276.jpg	GOVERNOR	JOHN H. COX	None	1	10000330100007	None
111280.jpg	GOVERNOR	JOHN H. COX	None	0	10000330100007	None
111284.jpg	GOVERNOR	JOHN H. COX	None	0	10000330100007	None
111288.jpg	GOVERNOR	JOHN H. COX	None	0	10000330100007	None
111292.jpg	GOVERNOR	JOHN H. COX	None	0	10000330100007	None
111296.jpg	GOVERNOR	JOHN H. COX	None	0	10000330100007	None
111300.jpg	GOVERNOR	JOHN H. COX	None	0	10000330100007	None
111304.jpg	GOVERNOR	JOHN H. COX	None	0	10000330100007	None
111308.jpg	GOVERNOR	JOHN H. COX	None	0	10000330100007	None
111312.jpg	GOVERNOR	JOHN H. COX	None	0	10000330100007	None
111316.jpg	GOVERNOR	JOHN H. COX	None	0	10000330100007	None
111320.jpg	GOVERNOR	JOHN H. COX	None	1	10000330100007	None
111324.jpg	GOVERNOR	JOHN H. COX	None	0	10000330100007	None
111328.jpg	GOVERNOR	JOHN H. COX	None	0	10000330100007	None
111332.jpg	GOVERNOR	JOHN H. COX	None	0	10000330100007	None
111336.jpg	GOVERNOR	JOHN H. COX	None	0	10000330100007	None
111340.jpg	GOVERNOR	JOHN H. COX	None	0	10000330100007	None
111344.jpg	GOVERNOR	JOHN H. COX	None	1	10000330100007	None
111348.jpg	GOVERNOR	JOHN H. COX	None	1	10000330100007	None
111352.jpg	GOVERNOR	JOHN H. COX	None	0	10000330100007	None
111356.jpg	GOVERNOR	JOHN H. COX	None	0	10000330100007	None
111360.jpg	GOVERNOR	JOHN H. COX	None	0	10000330100007	None
111364.jpg	GOVERNOR	JOHN H. COX	None	1	10000330100007	None
111368.jpg	GOVERNOR	JOHN H. COX	None	0	10000330100007	None
111372.jpg	GOVERNOR	JOHN H. COX	None	0	10000330100007	None
111376.jpg	GOVERNOR	JOHN H. COX	None	1	10000330100007	None
111380.jpg	GOVERNOR	JOHN H. COX	None	0	10000330100007	None
111384.jpg	GOVERNOR	JOHN H. COX	None	0	10000330100007	None
111388.jpg	GOVERNOR	JOHN H. COX	None	0	10000330100007	None
111392.jpg	GOVERNOR	JOHN H. COX	None	0	10000330100007	None
111396.jpg	GOVERNOR	JOHN H. COX	None	0	10000330100007	None
111400.jpg	GOVERNOR	JOHN H. COX	None	1	10000330100007	None
111404.jpg	GOVERNOR	JOHN H. COX	None	1	10000330100007	None
111408.jpg	GOVERNOR	JOHN H. COX	None	0	10000330100007	None
111412.jpg	GOVERNOR	JOHN H. COX	None	1	10000330100007	None
111416.jpg	GOVERNOR	JOHN H. COX	None	1	10000330100007	None
111420.jpg	GOVERNOR	JOHN H. COX	None	1	10000330100007	None
111424.jpg	GOVERNOR	JOHN H. COX	None	1	10000330100007	None
111428.jpg	GOVERNOR	JOHN H. COX	None	0	10000330100007	None
111432.jpg	GOVERNOR	JOHN H. COX	None	0	10000330100007	None
111436.jpg	GOVERNOR	JOHN H. COX	None	1	10000330100007	None
111440.jpg	GOVERNOR	JOHN H. COX	None	0	10000330100007	None
111444.jpg	GOVERNOR	JOHN H. COX	None	0	10000330100007	None
111448.jpg	GOVERNOR	JOHN H. COX	None	1	10000330100007	None
111452.jpg	GOVERNOR	JOHN H. COX	None	0	10000330100007	None
111456.jpg	GOVERNOR	JOHN H. COX	None	1	10000330100007	None
111460.jpg	GOVERNOR	JOHN H. COX	None	0	10000330100007	None
111464.jpg	GOVERNOR	JOHN H. COX	None	1	10000330100007	None
111468.jpg	GOVERNOR	JOHN H. COX	None	1	10000330100007	None
111472.jpg	GOVERNOR	JOHN H. COX	None	1	10000330100007	None
111476.jpg	GOVERNOR	JOHN H. COX	None	0	10000330100007	None
111480.jpg	GOVERNOR	JOHN H. COX	None	1	10000330100007	None
111484.jpg	GOVERNOR	JOHN H. COX	None	1	10000330100007	None
111488.jpg	GOVERNOR	JOHN H. COX	None	1	10000330100007	None
111492.jpg	GOVERNOR	JOHN H. COX	None	0	10000330100007	None
111496.jpg	GOVERNOR	JOHN H. COX	None	0	10000330100007	None
111500.jpg	GOVERNOR	JOHN H. COX	None	0	10000330100007	None
111504.jpg	GOVERNOR	JOHN H. COX	None	1	10000330100007	None
111508.jpg	GOVERNOR	JOHN H. COX	None	0	10000330100007	None
111512.jpg	GOVERNOR	JOHN H. COX	None	0	10000330100007	None
111516.jpg	GOVERNOR	JOHN H. COX	None	1	10000330100007	None
111520.jpg	GOVERNOR	JOHN H. COX	None	0	10000330100007	None
111524.jpg	GOVERNOR	JOHN H. COX	None	1	10000330100007	None
111528.jpg	GOVERNOR	JOHN H. COX	None	0	10000330100007	None
111532.jpg	GOVERNOR	JOHN H. COX	None	0	10000330100007	None
111536.jpg	GOVERNOR	JOHN H. COX	None	0	10000330100007	None
111540.jpg	GOVERNOR	JOHN H. COX	None	0	10000330100007	None
111544.jpg	GOVERNOR	JOHN H. COX	None	1	10000330100007	None
111548.jpg	GOVERNOR	JOHN H. COX	None	1	10000330100007	None
111552.jpg	GOVERNOR	JOHN H. COX	None	0	10000330100007	None
111556.jpg	GOVERNOR	JOHN H. COX	None	1	10000330100007	None
111560.jpg	GOVERNOR	JOHN H. COX	None	0	10000330100007	None
111564.jpg	GOVERNOR	JOHN H. COX	None	0	10000330100007	None
111568.jpg	GOVERNOR	JOHN H. COX	None	1	10000330100007	None
111572.jpg	GOVERNOR	JOHN H. COX	None	1	10000330100007	None
111576.jpg	GOVERNOR	JOHN H. COX	None	1	10000330100007	None
111580.jpg	GOVERNOR	JOHN H. COX	None	1	10000330100007	None
111584.jpg	GOVERNOR	JOHN H. COX	None	1	10000330100007	None
111588.jpg	GOVERNOR	JOHN H. COX	None	0	10000330100007	None
111592.jpg	GOVERNOR	JOHN H. COX	None	0	10000330100007	None
111596.jpg	GOVERNOR	JOHN H. COX	None	0	10000330100007	None
111600.jpg	GOVERNOR	JOHN H. COX	None	0	10000330100007	None
111604.jpg	GOVERNOR	JOHN H. COX	None	1	10000330100007	None
111608.jpg	GOVERNOR	JOHN H. COX	None	0	10000330100007	None
111612.jpg	GOVERNOR	JOHN H. COX	None	1	10000330100007	None
111616.jpg	GOVERNOR	JOHN H. COX	None	0	10000330100007	None
111620.jpg	GOVERNOR	JOHN H. COX	None	0	10000330100007	None
111624.jpg	GOVERNOR	JOHN H. COX	None	0	10000330100007	None
111628.jpg	GOVERNOR	JOHN H. COX	None	0	10000330100007	None
111632.jpg	GOVERNOR	JOHN H. COX	None	1	10000330100007	None
111636.jpg	GOVERNOR	JOHN H. COX	None	0	10000330100007	None
111640.jpg	GOVERNOR	JOHN H. COX	None	0	10000330100007	None
111644.jpg	GOVERNOR	JOHN H. COX	None	1	10000330100007	None
111648.jpg	GOVERNOR	JOHN H. COX	None	0	10000330100007	None
111652.jpg	GOVERNOR	JOHN H. COX	None	0	10000330100007	None
111656.jpg	GOVERNOR	JOHN H. COX	None	1	10000330100007	None
111660.jpg	GOVERNOR	JOHN H. COX	None	1	10000330100007	None
111664.jpg	GOVERNOR	JOHN H. COX	None	0	10000330100007	None
111668.jpg	GOVERNOR	JOHN H. COX	None	1	10000330100007	None
111672.jpg	GOVERNOR	JOHN H. COX	None	0	10000330100007	None
111676.jpg	GOVERNOR	JOHN H. COX	None	0	10000330100007	None
111680.jpg	GOVERNOR	JOHN H. COX	None	1	10000330100007	None
111684.jpg	GOVERNOR	JOHN H. COX	None	0	10000330100007	None
111688.jpg	GOVERNOR	JOHN H. COX	None	0	10000330100007	None
111692.jpg	GOVERNOR	JOHN H. COX	None	0	10000330100007	None
111696.jpg	GOVERNOR	JOHN H. COX	None	0	10000330100007	None
111700.jpg	GOVERNOR	JOHN H. COX	None	0	10000330100007	None
111704.jpg	GOVERNOR	JOHN H. COX	None	1	10000330100007	None
111708.jpg	GOVERNOR	JOHN H. COX	None	1	10000330100007	None
111712.jpg	GOVERNOR	JOHN H. COX	None	1	10000330100007	None
111716.jpg	GOVERNOR	JOHN H. COX	None	0	10000330100007	None
111720.jpg	GOVERNOR	JOHN H. COX	None	0	10000330100007	None
111724.jpg	GOVERNOR	JOHN H. COX	None	0	10000330100007	None
111728.jpg	GOVERNOR	JOHN H. COX	None	0	10000330100007	None
111732.jpg	GOVERNOR	JOHN H. COX	None	0	10000330100007	None
111736.jpg	GOVERNOR	JOHN H. COX	None	0	10000330100007	None
111740.jpg	GOVERNOR	JOHN H. COX	None	0	10000330100007	None
111744.jpg	GOVERNOR	JOHN H. COX	None	0	10000330100007	None
111748.jpg	GOVERNOR	JOHN H. COX	None	1	10000330100007	None
111752.jpg	GOVERNOR	JOHN H. COX	None	0	10000330100007	None
111756.jpg	GOVERNOR	JOHN H. COX	None	0	10000330100007	None
111760.jpg	GOVERNOR	JOHN H. COX	None	1	10000330100007	None
111764.jpg	GOVERNOR	JOHN H. COX	None	1	10000330100007	None
111768.jpg	GOVERNOR	JOHN H. COX	None	1	10000330100007	None
111772.jpg	GOVERNOR	JOHN H. COX	None	0	10000330100007	None
111776.jpg	GOVERNOR	JOHN H. COX	None	1	10000330100007	None
111780.jpg	GOVERNOR	JOHN H. COX	None	1	10000330100007	None
111784.jpg	GOVERNOR	JOHN H. COX	None	0	10000330100007	None
111788.jpg	GOVERNOR	JOHN H. COX	None	0	10000330100007	None
111792.jpg	GOVERNOR	JOHN H. COX	None	0	10000330100007	None
111796.jpg	GOVERNOR	JOHN H. COX	None	0	10000330100007	None
111897.jpg	MEMBER STATE BOARD OF EQUILIZATION	MALIA COHEN	1	0	10000220200074	10000220200074
111898.jpg	UNITED STATE REPRESENTATIVE	JARED HUFFMAN	1	0	20000220300066	20000220300066
112075.jpg	PROPOSITION 70	YES	0	1	20000220400073	20000220400073
112099.jpg	PROPOSITION 70	NO	0	1	20000220400073	20000220400073
112543.jpg	PROPOSITION 72	YES	0	1	20000210400052	20000210400052
112736.jpg	GOVERNOR	JOHN H. COX	None	0	10000120100051	None
112740.jpg	GOVERNOR	JOHN H. COX	None	0	10000120100051	None
112744.jpg	GOVERNOR	JOHN H. COX	None	0	10000120100051	None
112748.jpg	GOVERNOR	JOHN H. COX	None	0	10000120100051	None
112752.jpg	GOVERNOR	JOHN H. COX	None	0	10000120100051	None
112756.jpg	GOVERNOR	JOHN H. COX	None	0	10000120100051	None
112760.jpg	GOVERNOR	JOHN H. COX	None	0	10000120100051	None
112764.jpg	GOVERNOR	JOHN H. COX	None	0	10000120100051	None
112768.jpg	GOVERNOR	JOHN H. COX	None	1	10000120100051	None
112772.jpg	GOVERNOR	JOHN H. COX	None	0	10000120100051	None
112776.jpg	GOVERNOR	JOHN H. COX	None	0	10000120100051	None
112780.jpg	GOVERNOR	JOHN H. COX	None	0	10000120100051	None
112784.jpg	GOVERNOR	JOHN H. COX	None	0	10000120100051	None
112788.jpg	GOVERNOR	JOHN H. COX	None	0	10000120100051	None
112792.jpg	GOVERNOR	JOHN H. COX	None	0	10000120100051	None
112796.jpg	GOVERNOR	JOHN H. COX	None	1	10000120100051	None
112800.jpg	GOVERNOR	JOHN H. COX	None	0	10000120100051	None
112804.jpg	GOVERNOR	JOHN H. COX	None	0	10000120100051	None
112808.jpg	GOVERNOR	JOHN H. COX	None	1	10000120100051	None
112812.jpg	GOVERNOR	JOHN H. COX	None	0	10000120100051	None
112816.jpg	GOVERNOR	JOHN H. COX	None	0	10000120100051	None
112820.jpg	GOVERNOR	JOHN H. COX	None	0	10000120100051	None
112824.jpg	GOVERNOR	JOHN H. COX	None	0	10000120100051	None
112828.jpg	GOVERNOR	JOHN H. COX	None	0	10000120100051	None
112832.jpg	GOVERNOR	JOHN H. COX	None	0	10000120100051	None
112836.jpg	GOVERNOR	JOHN H. COX	None	0	10000120100051	None
112840.jpg	GOVERNOR	JOHN H. COX	None	0	10000120100051	None
112844.jpg	GOVERNOR	JOHN H. COX	None	1	10000120100051	None
112848.jpg	GOVERNOR	JOHN H. COX	None	1	10000120100051	None
112852.jpg	GOVERNOR	JOHN H. COX	None	0	10000120100051	None
112856.jpg	GOVERNOR	JOHN H. COX	None	1	10000120100051	None
112859.jpg	PROPOSITION 68	NO	0	1	20000120400057	20000120400057
112860.jpg	GOVERNOR	JOHN H. COX	None	0	10000120100051	None
112864.jpg	GOVERNOR	JOHN H. COX	None	0	10000120100051	None
112868.jpg	GOVERNOR	JOHN H. COX	None	0	10000120100051	None
112872.jpg	GOVERNOR	JOHN H. COX	None	0	10000120100051	None
112876.jpg	GOVERNOR	JOHN H. COX	None	0	10000120100051	None
112880.jpg	GOVERNOR	JOHN H. COX	None	1	10000120100051	None
112884.jpg	GOVERNOR	JOHN H. COX	None	0	10000120100051	None
112888.jpg	GOVERNOR	JOHN H. COX	None	1	10000120100051	None
112892.jpg	GOVERNOR	JOHN H. COX	None	0	10000120100051	None
112896.jpg	GOVERNOR	JOHN H. COX	None	0	10000120100051	None
112900.jpg	GOVERNOR	JOHN H. COX	None	0	10000120100051	None
112904.jpg	GOVERNOR	JOHN H. COX	None	1	10000120100051	None
112908.jpg	GOVERNOR	JOHN H. COX	None	0	10000120100051	None
112912.jpg	GOVERNOR	JOHN H. COX	None	1	10000120100051	None
112916.jpg	GOVERNOR	JOHN H. COX	None	1	10000120100051	None
112920.jpg	GOVERNOR	JOHN H. COX	None	1	10000120100051	None
112924.jpg	GOVERNOR	JOHN H. COX	None	1	10000120100051	None
112928.jpg	GOVERNOR	JOHN H. COX	None	1	10000120100051	None
112932.jpg	GOVERNOR	JOHN H. COX	None	1	10000120100051	None
112936.jpg	GOVERNOR	JOHN H. COX	None	1	10000120100051	None
112940.jpg	GOVERNOR	JOHN H. COX	None	1	10000120100051	None
112944.jpg	GOVERNOR	JOHN H. COX	None	1	10000120100051	None
112948.jpg	GOVERNOR	JOHN H. COX	None	1	10000120100051	None
112952.jpg	GOVERNOR	JOHN H. COX	None	0	10000120100051	None
112956.jpg	GOVERNOR	JOHN H. COX	None	1	10000120100051	None
112960.jpg	GOVERNOR	JOHN H. COX	None	1	10000120100051	None
112964.jpg	GOVERNOR	JOHN H. COX	None	1	10000120100051	None
112968.jpg	GOVERNOR	JOHN H. COX	None	1	10000120100051	None
112972.jpg	GOVERNOR	JOHN H. COX	None	1	10000120100051	None
112976.jpg	GOVERNOR	JOHN H. COX	None	0	10000120100051	None
112980.jpg	GOVERNOR	JOHN H. COX	None	1	10000120100051	None
112984.jpg	GOVERNOR	JOHN H. COX	None	0	10000120100051	None
112988.jpg	GOVERNOR	JOHN H. COX	None	0	10000120100051	None
112992.jpg	GOVERNOR	JOHN H. COX	None	1	10000120100051	None
112996.jpg	GOVERNOR	JOHN H. COX	None	1	10000120100051	None
113000.jpg	GOVERNOR	JOHN H. COX	None	0	10000120100051	None
113004.jpg	GOVERNOR	JOHN H. COX	None	1	10000120100051	None
113008.jpg	GOVERNOR	JOHN H. COX	None	1	10000120100051	None
113012.jpg	GOVERNOR	JOHN H. COX	None	1	10000120100051	None
113016.jpg	GOVERNOR	JOHN H. COX	None	1	10000120100051	None
113020.jpg	GOVERNOR	JOHN H. COX	None	0	10000120100051	None
113024.jpg	GOVERNOR	JOHN H. COX	None	1	10000120100051	None
113028.jpg	GOVERNOR	JOHN H. COX	None	1	10000120100051	None
113032.jpg	GOVERNOR	JOHN H. COX	None	0	10000120100051	None
113034.jpg	AUDITOR-CONTROLLER	KAREN PAZ DOMINGUEZ	0	1	20000120300050	20000120300050
113036.jpg	GOVERNOR	JOHN H. COX	None	0	10000120100051	None
113040.jpg	GOVERNOR	JOHN H. COX	None	0	10000120100051	None
113044.jpg	GOVERNOR	JOHN H. COX	None	1	10000120100051	None
113048.jpg	GOVERNOR	JOHN H. COX	None	1	10000120100051	None
113052.jpg	GOVERNOR	JOHN H. COX	None	1	10000120100051	None
113056.jpg	GOVERNOR	JOHN H. COX	None	0	10000120100051	None
113060.jpg	GOVERNOR	JOHN H. COX	None	1	10000120100051	None
113064.jpg	GOVERNOR	JOHN H. COX	None	1	10000120100051	None
113068.jpg	GOVERNOR	JOHN H. COX	None	1	10000120100051	None
113072.jpg	GOVERNOR	JOHN H. COX	None	0	10000120100051	None
113076.jpg	GOVERNOR	JOHN H. COX	None	1	10000120100051	None
113080.jpg	GOVERNOR	JOHN H. COX	None	0	10000120100051	None
113084.jpg	GOVERNOR	JOHN H. COX	None	1	10000120100051	None
113088.jpg	GOVERNOR	JOHN H. COX	None	1	10000120100051	None
113092.jpg	GOVERNOR	JOHN H. COX	None	1	10000120100051	None
113096.jpg	GOVERNOR	JOHN H. COX	None	0	10000120100051	None
113100.jpg	GOVERNOR	JOHN H. COX	None	0	10000120100051	None
113104.jpg	GOVERNOR	JOHN H. COX	None	0	10000120100051	None
113108.jpg	GOVERNOR	JOHN H. COX	None	0	10000120100051	None
113112.jpg	GOVERNOR	JOHN H. COX	None	0	10000120100051	None
113116.jpg	GOVERNOR	JOHN H. COX	None	1	10000120100051	None
113120.jpg	GOVERNOR	JOHN H. COX	None	0	10000120100051	None
113124.jpg	GOVERNOR	JOHN H. COX	None	0	10000120100051	None
113128.jpg	GOVERNOR	JOHN H. COX	None	0	10000120100051	None
113132.jpg	GOVERNOR	JOHN H. COX	None	1	10000120100051	None
113136.jpg	GOVERNOR	JOHN H. COX	None	1	10000120100051	None
113140.jpg	GOVERNOR	JOHN H. COX	None	1	10000120100051	None
113144.jpg	GOVERNOR	JOHN H. COX	None	0	10000120100051	None
113147.jpg	PROPOSITION 71	YES	0	1	20000120400057	20000120400057
113148.jpg	GOVERNOR	JOHN H. COX	None	0	10000120100051	None
113152.jpg	GOVERNOR	JOHN H. COX	None	0	10000120100051	None
113156.jpg	GOVERNOR	JOHN H. COX	None	0	10000120100051	None
113160.jpg	GOVERNOR	JOHN H. COX	None	0	10000120100051	None
113164.jpg	GOVERNOR	JOHN H. COX	None	0	10000120100051	None
113168.jpg	GOVERNOR	JOHN H. COX	None	0	10000120100051	None
113172.jpg	GOVERNOR	JOHN H. COX	None	0	10000120100051	None
